instant,dteday,season,year,month,holiday,day,weather,temp(°C),feels_like(°C),humidity,wind_speed,casual,registered,count_rental,category_day
549,2012-07-02,Fall,2012,Jul,0,Monday,Clear,32.05,35.1,44.71,0.195267,904,5323,6227,Weekday
550,2012-07-03,Fall,2012,Jul,0,Tuesday,Clear,32.01,35.13,49.21,0.126237,1052,5608,6660,Weekday
551,2012-07-04,Fall,2012,Jul,1,Wednesday,Clear,32.36,36.62,53.87,0.13495,2562,4841,7403,Weekday
552,2012-07-05,Fall,2012,Jul,0,Thursday,Clear,33.93,38.07,45.79,0.194029,1405,4836,6241,Weekday
553,2012-07-06,Fall,2012,Jul,0,Friday,Clear,33.96,37.63,45.08,0.146142,1366,4841,6207,Weekday
554,2012-07-07,Fall,2012,Jul,0,Saturday,Clear,35.33,40.25,49.21,0.163554,1448,3392,4840,Weekend
555,2012-07-08,Fall,2012,Jul,0,Sunday,Clear,33.72,39.52,57.38,0.125629,1203,3469,4672,Weekend
556,2012-07-09,Fall,2012,Jul,0,Monday,Misty,29.14,32.7,68.33,0.180975,998,5571,6569,Weekday
557,2012-07-10,Fall,2012,Jul,0,Tuesday,Misty,29.55,33.24,66.75,0.151737,954,5336,6290,Weekday
558,2012-07-11,Fall,2012,Jul,0,Wednesday,Clear,29.38,32.51,63.33,0.151733,975,6289,7264,Weekday
559,2012-07-12,Fall,2012,Jul,0,Thursday,Clear,29.35,32.73,52.96,0.146775,1032,6414,7446,Weekday
560,2012-07-13,Fall,2012,Jul,0,Friday,Misty,30.0,33.4,48.58,0.08085,1511,5988,7499,Weekday
561,2012-07-14,Fall,2012,Jul,0,Saturday,Misty,28.84,33.3,69.92,0.143679,2355,4614,6969,Weekend
562,2012-07-15,Fall,2012,Jul,0,Sunday,Clear,30.58,35.26,71.79,0.166667,1920,4111,6031,Weekend
563,2012-07-16,Fall,2012,Jul,0,Monday,Clear,31.3,36.21,64.5,0.164187,1088,5742,6830,Weekday
564,2012-07-17,Fall,2012,Jul,0,Tuesday,Clear,33.55,37.78,50.58,0.114429,921,5865,6786,Weekday
565,2012-07-18,Fall,2012,Jul,0,Wednesday,Clear,32.53,37.28,57.71,0.137442,799,4914,5713,Weekday
566,2012-07-19,Fall,2012,Jul,0,Thursday,Clear,31.57,35.73,60.04,0.165429,888,5703,6591,Weekday
567,2012-07-20,Fall,2012,Jul,0,Friday,Misty,27.3,30.65,84.42,0.208967,747,5123,5870,Weekday
568,2012-07-21,Fall,2012,Jul,0,Saturday,Light_Rain,24.43,27.5,86.54,0.2133,1264,3195,4459,Weekend
569,2012-07-22,Fall,2012,Jul,0,Sunday,Misty,27.37,31.16,76.25,0.0939208,2544,4866,7410,Weekend
570,2012-07-23,Fall,2012,Jul,0,Monday,Clear,30.41,34.5,69.42,0.138683,1135,5831,6966,Weekday
571,2012-07-24,Fall,2012,Jul,0,Tuesday,Clear,30.78,35.32,65.5,0.211454,1140,6452,7592,Weekday
572,2012-07-25,Fall,2012,Jul,0,Wednesday,Clear,29.69,32.7,45.0,0.1648,1383,6790,8173,Weekday
573,2012-07-26,Fall,2012,Jul,0,Thursday,Clear,31.84,36.96,59.67,0.284813,1036,5825,6861,Weekday
574,2012-07-27,Fall,2012,Jul,0,Friday,Clear,32.05,36.71,59.46,0.152992,1259,5645,6904,Weekday
575,2012-07-28,Fall,2012,Jul,0,Saturday,Clear,30.99,34.88,61.33,0.15735,2234,4451,6685,Weekend
576,2012-07-29,Fall,2012,Jul,0,Sunday,Clear,29.59,33.4,62.38,0.170396,2153,4444,6597,Weekend
577,2012-07-30,Fall,2012,Jul,0,Monday,Clear,29.96,34.25,66.88,0.153617,1040,6065,7105,Weekday
578,2012-07-31,Fall,2012,Jul,0,Tuesday,Clear,29.25,33.14,70.42,0.165425,968,6248,7216,Weekday
579,2012-08-01,Fall,2012,Aug,0,Wednesday,Clear,29.42,33.37,67.75,0.141179,1074,6506,7580,Weekday
580,2012-08-02,Fall,2012,Aug,0,Thursday,Clear,30.85,35.35,65.96,0.129354,983,6278,7261,Weekday
581,2012-08-03,Fall,2012,Aug,0,Friday,Misty,31.4,36.14,64.25,0.215792,1328,5847,7175,Weekday
582,2012-08-04,Fall,2012,Aug,0,Saturday,Clear,32.53,37.56,61.33,0.257458,2345,4479,6824,Weekend
583,2012-08-05,Fall,2012,Aug,0,Sunday,Clear,31.54,36.55,65.25,0.290421,1707,3757,5464,Weekend
584,2012-08-06,Fall,2012,Aug,0,Monday,Misty,30.85,35.51,65.42,0.129354,1233,5780,7013,Weekday
585,2012-08-07,Fall,2012,Aug,0,Tuesday,Misty,30.17,34.88,70.38,0.116908,1278,5995,7273,Weekday
586,2012-08-08,Fall,2012,Aug,0,Wednesday,Misty,30.75,35.39,67.29,0.1107,1263,6271,7534,Weekday
587,2012-08-09,Fall,2012,Aug,0,Thursday,Clear,30.99,34.98,62.04,0.1561,1196,6090,7286,Weekday
588,2012-08-10,Fall,2012,Aug,0,Friday,Misty,29.35,33.4,71.58,0.238813,1065,4721,5786,Weekday
589,2012-08-11,Fall,2012,Aug,0,Saturday,Misty,28.39,31.91,73.29,0.206479,2247,4052,6299,Weekend
590,2012-08-12,Fall,2012,Aug,0,Sunday,Clear,28.73,32.23,53.04,0.122512,2182,4362,6544,Weekend
591,2012-08-13,Fall,2012,Aug,0,Monday,Clear,29.55,33.11,54.54,0.136212,1207,5676,6883,Weekday
592,2012-08-14,Fall,2012,Aug,0,Tuesday,Clear,29.79,33.84,68.67,0.169158,1128,5656,6784,Weekday
593,2012-08-15,Fall,2012,Aug,0,Wednesday,Clear,28.97,32.7,61.96,0.169771,1198,6149,7347,Weekday
594,2012-08-16,Fall,2012,Aug,0,Thursday,Clear,29.49,32.73,51.92,0.141796,1338,6267,7605,Weekday
595,2012-08-17,Fall,2012,Aug,0,Friday,Clear,29.66,12.12,57.08,0.231354,1483,5665,7148,Weekday
596,2012-08-18,Fall,2012,Aug,0,Saturday,Clear,27.81,30.9,60.33,0.177867,2827,5038,7865,Weekend
597,2012-08-19,Fall,2012,Aug,0,Sunday,Misty,26.07,30.18,71.17,0.08645,1208,3341,4549,Weekend
598,2012-08-20,Fall,2012,Aug,0,Monday,Misty,26.07,29.8,73.42,0.129979,1026,5504,6530,Weekday
599,2012-08-21,Fall,2012,Aug,0,Tuesday,Clear,26.62,30.05,67.38,0.0727708,1081,5925,7006,Weekday
600,2012-08-22,Fall,2012,Aug,0,Wednesday,Clear,27.37,31.09,67.71,0.0702833,1094,6281,7375,Weekday
601,2012-08-23,Fall,2012,Aug,0,Thursday,Clear,28.53,31.85,63.58,0.0845958,1363,6402,7765,Weekday
602,2012-08-24,Fall,2012,Aug,0,Friday,Misty,28.8,32.36,61.5,0.0721458,1325,6257,7582,Weekday
603,2012-08-25,Fall,2012,Aug,0,Saturday,Misty,27.13,30.93,71.29,0.244408,1829,4224,6053,Weekend
604,2012-08-26,Fall,2012,Aug,0,Sunday,Misty,26.79,29.8,84.58,0.228858,1483,3772,5255,Weekend
605,2012-08-27,Fall,2012,Aug,0,Monday,Clear,28.84,32.73,73.04,0.128733,989,5928,6917,Weekday
606,2012-08-28,Fall,2012,Aug,0,Tuesday,Clear,29.86,33.3,62.0,0.190925,935,6105,7040,Weekday
607,2012-08-29,Fall,2012,Aug,0,Wednesday,Clear,28.08,31.79,55.21,0.112562,1177,6520,7697,Weekday
608,2012-08-30,Fall,2012,Aug,0,Thursday,Clear,28.97,32.64,59.04,0.0771167,1172,6541,7713,Weekday
609,2012-08-31,Fall,2012,Aug,0,Friday,Clear,31.33,34.47,58.75,0.168533,1433,5917,7350,Weekday
610,2012-09-01,Fall,2012,Sep,0,Saturday,Misty,30.89,35.13,63.83,0.113187,2352,3788,6140,Weekend
611,2012-09-02,Fall,2012,Sep,0,Sunday,Misty,28.56,32.45,81.5,0.0640708,2613,3197,5810,Weekend
612,2012-09-03,Fall,2012,Sep,1,Monday,Clear,29.01,33.08,79.08,0.151121,1965,4069,6034,Weekday
613,2012-09-04,Fall,2012,Sep,0,Tuesday,Clear,29.76,34.34,75.5,0.236321,867,5997,6864,Weekday
614,2012-09-05,Fall,2012,Sep,0,Wednesday,Clear,30.2,35.45,74.12,0.187808,832,6280,7112,Weekday
615,2012-09-06,Fall,2012,Sep,0,Thursday,Misty,28.56,32.77,81.04,0.142421,611,5592,6203,Weekday
616,2012-09-07,Fall,2012,Sep,0,Friday,Clear,28.84,32.86,73.62,0.171646,1045,6459,7504,Weekday
617,2012-09-08,Fall,2012,Sep,0,Saturday,Misty,27.03,30.56,79.92,0.281104,1557,4419,5976,Weekend
618,2012-09-09,Fall,2012,Sep,0,Sunday,Clear,25.01,28.95,54.75,0.224496,2570,5657,8227,Weekend
619,2012-09-10,Fall,2012,Sep,0,Monday,Clear,23.92,28.28,50.38,0.258713,1118,6407,7525,Weekday
620,2012-09-11,Fall,2012,Sep,0,Tuesday,Clear,23.68,27.71,52.0,0.0920542,1070,6697,7767,Weekday
621,2012-09-12,Fall,2012,Sep,0,Wednesday,Clear,24.57,28.5,57.71,0.131846,1050,6820,7870,Weekday
622,2012-09-13,Fall,2012,Sep,0,Thursday,Clear,25.11,28.98,63.71,0.0827208,1054,6750,7804,Weekday
623,2012-09-14,Fall,2012,Sep,0,Friday,Clear,25.97,29.7,67.25,0.103863,1379,6630,8009,Weekday
624,2012-09-15,Fall,2012,Sep,0,Saturday,Clear,24.94,29.29,50.17,0.247521,3160,5554,8714,Weekend
625,2012-09-16,Fall,2012,Sep,0,Sunday,Clear,23.78,28.16,57.0,0.0901833,2166,5167,7333,Weekend
626,2012-09-17,Fall,2012,Sep,0,Monday,Misty,23.81,27.65,73.46,0.151742,1022,5847,6869,Weekday
627,2012-09-18,Fall,2012,Sep,0,Tuesday,Misty,25.56,28.25,87.25,0.357587,371,3702,4073,Weekday
628,2012-09-19,Fall,2012,Sep,0,Wednesday,Clear,22.65,27.02,53.67,0.215175,788,6803,7591,Weekday
629,2012-09-20,Fall,2012,Sep,0,Thursday,Clear,22.41,26.61,61.83,0.118167,939,6781,7720,Weekday
630,2012-09-21,Fall,2012,Sep,0,Friday,Clear,24.57,28.6,66.88,0.154229,1250,6917,8167,Weekday
631,2012-09-22,Fall,2012,Sep,0,Saturday,Clear,26.65,30.52,64.67,0.283583,2512,5883,8395,Weekend
632,2012-09-23,Winter,2012,Sep,0,Sunday,Clear,21.7,25.95,46.71,0.223258,2454,5453,7907,Weekend
633,2012-09-24,Winter,2012,Sep,0,Monday,Clear,21.08,25.13,49.29,0.142404,1001,6435,7436,Weekday
634,2012-09-25,Winter,2012,Sep,0,Tuesday,Clear,22.55,27.21,57.0,0.236321,845,6693,7538,Weekday
635,2012-09-26,Winter,2012,Sep,0,Wednesday,Clear,26.04,29.83,63.08,0.2444,787,6946,7733,Weekday
636,2012-09-27,Winter,2012,Sep,0,Thursday,Misty,26.65,30.4,69.08,0.134342,751,6642,7393,Weekday
637,2012-09-28,Winter,2012,Sep,0,Friday,Misty,25.39,29.29,69.0,0.164179,1045,6370,7415,Weekday
638,2012-09-29,Winter,2012,Sep,0,Saturday,Clear,22.24,26.51,54.29,0.227604,2589,5966,8555,Weekend
639,2012-09-30,Winter,2012,Sep,0,Sunday,Clear,21.59,25.88,58.33,0.134958,2015,4874,6889,Weekend
640,2012-10-01,Winter,2012,Oct,0,Monday,Misty,21.35,25.6,64.92,0.0908042,763,6015,6778,Weekday
641,2012-10-02,Winter,2012,Oct,0,Tuesday,Light_Rain,24.22,27.12,87.17,0.104475,315,4324,4639,Weekday
642,2012-10-03,Winter,2012,Oct,0,Wednesday,Misty,26.96,29.96,79.38,0.0665458,728,6844,7572,Weekday
643,2012-10-04,Winter,2012,Oct,0,Thursday,Misty,26.96,30.4,72.29,0.117546,891,6437,7328,Weekday
644,2012-10-05,Winter,2012,Oct,0,Friday,Clear,25.22,29.01,62.75,0.10635,1516,6640,8156,Weekday
645,2012-10-06,Winter,2012,Oct,0,Saturday,Clear,22.72,26.93,66.42,0.268025,3031,4934,7965,Weekend
646,2012-10-07,Winter,2012,Oct,0,Sunday,Misty,17.05,20.99,70.83,0.141162,781,2729,3510,Weekend
647,2012-10-08,Winter,2012,Oct,1,Monday,Misty,15.72,19.38,70.96,0.189679,874,4604,5478,Weekday
648,2012-10-09,Winter,2012,Oct,0,Tuesday,Misty,18.31,21.91,76.17,0.1903,601,5791,6392,Weekday
649,2012-10-10,Winter,2012,Oct,0,Wednesday,Clear,21.08,25.16,63.08,0.187821,780,6911,7691,Weekday
650,2012-10-11,Winter,2012,Oct,0,Thursday,Clear,17.84,21.56,46.33,0.181596,834,6736,7570,Weekday
651,2012-10-12,Winter,2012,Oct,0,Friday,Clear,17.94,21.65,53.92,0.235092,1060,6222,7282,Weekday
652,2012-10-13,Winter,2012,Oct,0,Saturday,Clear,16.13,19.57,49.46,0.146142,2252,4857,7109,Weekend
653,2012-10-14,Winter,2012,Oct,0,Sunday,Clear,21.39,25.41,64.04,0.278612,2080,4559,6639,Weekend
654,2012-10-15,Winter,2012,Oct,0,Monday,Misty,23.03,26.96,70.75,0.296037,760,5115,5875,Weekday
655,2012-10-16,Winter,2012,Oct,0,Tuesday,Clear,19.2,23.04,55.83,0.182221,922,6612,7534,Weekday
656,2012-10-17,Winter,2012,Oct,0,Wednesday,Clear,18.69,22.51,69.29,0.101371,979,6482,7461,Weekday
657,2012-10-18,Winter,2012,Oct,0,Thursday,Misty,21.42,25.63,72.83,0.236937,1008,6501,7509,Weekday
658,2012-10-19,Winter,2012,Oct,0,Friday,Misty,23.1,26.89,81.5,0.134954,753,4671,5424,Weekday
659,2012-10-20,Winter,2012,Oct,0,Saturday,Clear,19.85,23.64,57.29,0.117537,2806,5284,8090,Weekend
660,2012-10-21,Winter,2012,Oct,0,Sunday,Clear,19.03,22.82,51.0,0.166054,2132,4692,6824,Weekend
661,2012-10-22,Winter,2012,Oct,0,Monday,Clear,19.99,24.15,56.83,0.0814833,830,6228,7058,Weekday
662,2012-10-23,Winter,2012,Oct,0,Tuesday,Clear,22.31,26.52,64.17,0.0945458,841,6625,7466,Weekday
663,2012-10-24,Winter,2012,Oct,0,Wednesday,Clear,24.09,27.94,63.62,0.0727792,795,6898,7693,Weekday
664,2012-10-25,Winter,2012,Oct,0,Thursday,Misty,22.55,26.48,80.04,0.124375,875,6484,7359,Weekday
665,2012-10-26,Winter,2012,Oct,0,Friday,Misty,22.38,26.14,80.71,0.132467,1182,6262,7444,Weekday
666,2012-10-27,Winter,2012,Oct,0,Saturday,Misty,21.73,25.76,72.0,0.235692,2643,5209,7852,Weekend
667,2012-10-28,Winter,2012,Oct,0,Sunday,Misty,19.58,23.39,69.46,0.398008,998,3461,4459,Weekend
668,2012-10-29,Winter,2012,Oct,0,Monday,Light_Rain,18.04,21.97,88.0,0.3582,2,20,22,Weekday
669,2012-10-30,Winter,2012,Oct,0,Tuesday,Misty,13.05,15.5,82.55,0.213009,87,1009,1096,Weekday
670,2012-10-31,Winter,2012,Oct,0,Wednesday,Misty,14.66,18.06,66.67,0.166667,419,5147,5566,Weekday
671,2012-11-01,Winter,2012,Nov,0,Thursday,Misty,15.0,18.5,58.17,0.157346,466,5520,5986,Weekday
672,2012-11-02,Winter,2012,Nov,0,Friday,Clear,14.56,17.8,52.21,0.266175,618,5229,5847,Weekday
673,2012-11-03,Winter,2012,Nov,0,Saturday,Misty,14.08,16.19,49.12,0.270529,1029,4109,5138,Weekend
674,2012-11-04,Winter,2012,Nov,0,Sunday,Clear,13.36,16.48,53.29,0.179108,1201,3906,5107,Weekend
675,2012-11-05,Winter,2012,Nov,0,Monday,Clear,13.09,15.4,49.42,0.236325,378,4881,5259,Weekday
676,2012-11-06,Winter,2012,Nov,0,Tuesday,Clear,11.51,14.08,56.71,0.173513,466,5220,5686,Weekday
677,2012-11-07,Winter,2012,Nov,0,Wednesday,Misty,12.13,13.73,54.75,0.304108,326,4709,5035,Weekday
678,2012-11-08,Winter,2012,Nov,0,Thursday,Clear,14.44,17.09,33.35,0.347835,340,4975,5315,Weekday
679,2012-11-09,Winter,2012,Nov,0,Friday,Clear,14.83,17.77,54.08,0.214558,709,5283,5992,Weekday
680,2012-11-10,Winter,2012,Nov,0,Saturday,Clear,15.96,19.7,64.54,0.0578458,2090,4446,6536,Weekend
681,2012-11-11,Winter,2012,Nov,0,Sunday,Clear,17.25,21.09,65.92,0.1275,2290,4562,6852,Weekend
682,2012-11-12,Winter,2012,Nov,1,Monday,Clear,19.88,23.77,74.17,0.173517,1097,5172,6269,Weekday
683,2012-11-13,Winter,2012,Nov,0,Tuesday,Misty,14.08,16.16,66.29,0.342046,327,3767,4094,Weekday
684,2012-11-14,Winter,2012,Nov,0,Wednesday,Clear,11.86,14.08,55.21,0.199625,373,5122,5495,Weekday
685,2012-11-15,Winter,2012,Nov,0,Thursday,Misty,13.19,16.22,62.04,0.152987,320,5125,5445,Weekday
686,2012-11-16,Winter,2012,Nov,0,Friday,Clear,14.14,17.36,52.46,0.171025,484,5214,5698,Weekday
687,2012-11-17,Winter,2012,Nov,0,Saturday,Clear,13.32,16.32,54.54,0.179729,1313,4316,5629,Weekend
688,2012-11-18,Winter,2012,Nov,0,Sunday,Clear,14.04,16.89,69.29,0.227612,922,3747,4669,Weekend
689,2012-11-19,Winter,2012,Nov,0,Monday,Misty,15.61,18.78,62.33,0.235067,449,5050,5499,Weekday
690,2012-11-20,Winter,2012,Nov,0,Tuesday,Misty,15.34,19.03,68.5,0.082725,534,5100,5634,Weekday
691,2012-11-21,Winter,2012,Nov,0,Wednesday,Clear,14.49,18.24,61.38,0.103246,615,4531,5146,Weekday
692,2012-11-22,Winter,2012,Nov,1,Thursday,Clear,13.94,17.52,58.04,0.0528708,955,1470,2425,Weekday
693,2012-11-23,Winter,2012,Nov,0,Friday,Clear,15.1,18.94,56.88,0.148021,1603,2307,3910,Weekday
694,2012-11-24,Winter,2012,Nov,0,Saturday,Clear,11.41,12.44,40.46,0.376871,532,1745,2277,Weekend
695,2012-11-25,Winter,2012,Nov,0,Sunday,Clear,10.08,12.88,46.83,0.1505,309,2115,2424,Weekend
696,2012-11-26,Winter,2012,Nov,0,Monday,Clear,12.85,16.95,53.54,0.04665,337,4750,5087,Weekday
697,2012-11-27,Winter,2012,Nov,0,Tuesday,Misty,11.96,14.08,78.67,0.237562,123,3836,3959,Weekday
698,2012-11-28,Winter,2012,Nov,0,Wednesday,Clear,12.16,14.49,50.62,0.210821,198,5062,5260,Weekday
699,2012-11-29,Winter,2012,Nov,0,Thursday,Clear,11.52,14.92,55.57,0.115522,243,5080,5323,Weekday
700,2012-11-30,Winter,2012,Nov,0,Friday,Clear,12.23,16.19,64.96,0.0584708,362,5306,5668,Weekday
701,2012-12-01,Winter,2012,Dec,0,Saturday,Misty,12.23,15.85,80.67,0.0597042,951,4240,5191,Weekend
702,2012-12-02,Winter,2012,Dec,0,Sunday,Misty,14.25,17.96,82.33,0.124379,892,3757,4649,Weekend
703,2012-12-03,Winter,2012,Dec,0,Monday,Clear,18.55,22.79,76.75,0.0827208,555,5679,6234,Weekday
704,2012-12-04,Winter,2012,Dec,0,Tuesday,Clear,19.51,23.45,73.38,0.174129,551,6055,6606,Weekday
705,2012-12-05,Winter,2012,Dec,0,Wednesday,Clear,17.97,21.4,48.5,0.324021,331,5398,5729,Weekday
706,2012-12-06,Winter,2012,Dec,0,Thursday,Clear,10.49,12.91,50.88,0.174754,340,5035,5375,Weekday
707,2012-12-07,Winter,2012,Dec,0,Friday,Misty,13.15,16.1,76.42,0.1306,349,4659,5008,Weekday
708,2012-12-08,Winter,2012,Dec,0,Saturday,Misty,15.65,19.48,91.12,0.101379,1153,4429,5582,Weekend
709,2012-12-09,Winter,2012,Dec,0,Sunday,Misty,15.75,19.51,90.54,0.157975,441,2787,3228,Weekend
710,2012-12-10,Winter,2012,Dec,0,Monday,Misty,17.87,21.78,92.5,0.190308,329,4841,5170,Weekday
711,2012-12-11,Winter,2012,Dec,0,Tuesday,Misty,14.49,16.92,59.67,0.296037,282,5219,5501,Weekday
712,2012-12-12,Winter,2012,Dec,0,Wednesday,Misty,12.2,14.87,53.83,0.162937,310,5009,5319,Weekday
713,2012-12-13,Winter,2012,Dec,0,Thursday,Clear,12.13,14.71,48.58,0.174129,425,5107,5532,Weekday
714,2012-12-14,Winter,2012,Dec,0,Friday,Clear,11.55,14.71,64.29,0.131229,429,5182,5611,Weekday
715,2012-12-15,Winter,2012,Dec,0,Saturday,Clear,13.29,16.92,65.04,0.10635,767,4280,5047,Weekend
716,2012-12-16,Winter,2012,Dec,0,Sunday,Misty,14.86,18.5,83.88,0.100742,538,3248,3786,Weekend
717,2012-12-17,Winter,2012,Dec,0,Monday,Misty,16.13,20.08,90.71,0.0982583,212,4373,4585,Weekday
718,2012-12-18,Winter,2012,Dec,0,Tuesday,Clear,16.84,20.49,66.62,0.221404,433,5124,5557,Weekday
719,2012-12-19,Winter,2012,Dec,0,Wednesday,Clear,13.63,17.11,62.54,0.184092,333,4934,5267,Weekday
720,2012-12-20,Winter,2012,Dec,0,Thursday,Misty,13.53,16.76,66.79,0.132463,314,3814,4128,Weekday
721,2012-12-21,Spring,2012,Dec,0,Friday,Misty,13.39,15.09,55.67,0.374383,221,3402,3623,Weekday
722,2012-12-22,Spring,2012,Dec,0,Saturday,Clear,10.9,11.81,44.12,0.407346,205,1544,1749,Weekend
723,2012-12-23,Spring,2012,Dec,0,Sunday,Clear,10.08,12.97,51.54,0.133083,408,1379,1787,Weekend
724,2012-12-24,Spring,2012,Dec,0,Monday,Misty,9.48,12.94,79.13,0.0772304,174,746,920,Weekday
725,2012-12-25,Spring,2012,Dec,1,Tuesday,Misty,11.94,14.72,73.48,0.168726,440,573,1013,Weekday
726,2012-12-26,Spring,2012,Dec,0,Wednesday,Light_Rain,9.98,11.02,82.33,0.316546,9,432,441,Weekday
727,2012-12-27,Spring,2012,Dec,0,Thursday,Misty,10.42,11.33,65.29,0.350133,247,1867,2114,Weekday
728,2012-12-28,Spring,2012,Dec,0,Friday,Misty,10.39,12.75,59.0,0.155471,644,2451,3095,Weekday
729,2012-12-29,Spring,2012,Dec,0,Saturday,Misty,10.39,12.12,75.29,0.124383,159,1182,1341,Weekend
730,2012-12-30,Spring,2012,Dec,0,Sunday,Clear,10.49,11.58,48.33,0.350754,364,1432,1796,Weekend
731,2012-12-31,Spring,2012,Dec,0,Monday,Misty,8.85,11.17,57.75,0.154846,439,2290,2729,Weekday
